timestamp,venue,new_articles,error
2021-04-16 22:00:03.393686,wired,0,
2021-04-16 22:00:03.829029,nyt,0,
2021-04-16 22:00:04.528203,guardian,0,
2021-04-16 22:00:05.394073,popsci,0,
2021-04-16 22:00:06.117090,healthday,0,
2021-04-16 22:00:06.811393,newsmed,0,
2021-04-16 22:00:07.427539,medpage,0,
2021-04-16 23:00:03.615858,wired,0,
2021-04-16 23:00:04.082980,nyt,0,
2021-04-16 23:00:04.698365,guardian,0,
2021-04-16 23:00:05.256327,popsci,0,
2021-04-16 23:00:05.977672,healthday,0,
2021-04-16 23:00:06.768795,newsmed,0,
2021-04-16 23:00:07.315420,medpage,0,
2021-04-17 00:00:10.139210,wired,0,
2021-04-17 00:00:10.427093,nyt,0,
2021-04-17 00:00:11.328937,guardian,2,
2021-04-17 00:00:11.885144,popsci,0,
2021-04-17 00:00:12.244531,healthday,0,
2021-04-17 00:00:12.737211,newsmed,0,
2021-04-17 00:00:13.208417,medpage,0,
2021-04-17 01:00:03.284670,wired,0,
2021-04-17 01:00:03.680825,nyt,0,
2021-04-17 01:00:03.967873,guardian,0,
2021-04-17 01:00:04.926413,popsci,0,
2021-04-17 01:00:05.294274,healthday,0,
2021-04-17 01:00:05.994304,newsmed,0,
2021-04-17 01:00:06.481799,medpage,0,
2021-04-17 02:00:03.247337,wired,0,
2021-04-17 02:00:03.512217,nyt,0,
2021-04-17 02:00:03.790014,guardian,1,
2021-04-17 02:00:04.723370,popsci,0,
2021-04-17 02:00:05.104178,healthday,0,
2021-04-17 02:00:05.608823,newsmed,0,
2021-04-17 02:00:06.120522,medpage,0,
2021-04-17 03:00:03.136044,wired,0,
2021-04-17 03:00:03.294959,nyt,0,
2021-04-17 03:00:03.567110,guardian,0,
2021-04-17 03:00:04.012506,popsci,0,
2021-04-17 03:00:04.622576,healthday,0,
2021-04-17 03:00:05.086138,newsmed,0,
2021-04-17 03:00:05.554414,medpage,0,
2021-04-17 04:00:03.104270,wired,0,
2021-04-17 04:00:03.538796,nyt,0,
2021-04-17 04:00:03.824466,guardian,1,
2021-04-17 04:00:04.772726,popsci,0,
2021-04-17 04:00:05.199098,healthday,0,
2021-04-17 04:00:05.914700,newsmed,0,
2021-04-17 04:00:06.366452,medpage,0,
2021-04-17 05:00:03.293281,wired,0,
2021-04-17 05:00:03.809352,nyt,0,
2021-04-17 05:00:04.564828,guardian,0,
2021-04-17 05:00:05.187016,popsci,0,
2021-04-17 05:00:06.044488,healthday,0,
2021-04-17 05:00:06.641187,newsmed,0,
2021-04-17 05:00:07.151539,medpage,0,
2021-04-17 06:00:03.624990,wired,1,
2021-04-17 06:00:04.085882,nyt,0,
2021-04-17 06:00:04.718618,guardian,0,
2021-04-17 06:00:05.267380,popsci,0,
2021-04-17 06:00:05.971420,healthday,0,
2021-04-17 06:00:06.858240,newsmed,0,
2021-04-17 06:00:07.310242,medpage,0,
2021-04-17 07:00:03.712806,wired,0,
2021-04-17 07:00:03.917586,nyt,0,
2021-04-17 07:00:04.198179,guardian,0,
2021-04-17 07:00:04.655423,popsci,0,
2021-04-17 07:00:05.389800,healthday,1,
2021-04-17 07:00:06.163315,newsmed,0,
2021-04-17 07:00:06.699979,medpage,0,
2021-04-17 08:00:03.631192,wired,0,
2021-04-17 08:00:03.792436,nyt,0,
2021-04-17 08:00:04.440011,guardian,0,
2021-04-17 08:00:04.997565,popsci,0,
2021-04-17 08:00:05.725816,healthday,0,
2021-04-17 08:00:06.835507,newsmed,0,
2021-04-17 08:00:07.388172,medpage,1,
2021-04-17 09:00:03.254022,wired,0,
2021-04-17 09:00:03.722964,nyt,1,
2021-04-17 09:00:04.326237,guardian,1,
2021-04-17 09:00:04.872209,popsci,0,
2021-04-17 09:00:05.599913,healthday,0,
2021-04-17 09:00:06.408834,newsmed,0,'DataFrame' object has no attribute 'published'
2021-04-17 09:00:42.610434,medpage,0,
2021-04-17 10:00:03.445683,wired,0,
2021-04-17 10:00:03.915446,nyt,0,
2021-04-17 10:00:04.335206,guardian,2,
2021-04-17 10:00:04.840059,popsci,0,
2021-04-17 10:00:05.282149,healthday,0,
2021-04-17 10:00:06.027491,newsmed,0,
2021-04-17 10:00:06.650910,medpage,1,
2021-04-17 11:00:03.803877,wired,0,
2021-04-17 11:00:04.241027,nyt,1,
2021-04-17 11:00:04.860406,guardian,0,
2021-04-17 11:00:05.424607,popsci,0,
2021-04-17 11:00:06.243637,healthday,0,
2021-04-17 11:00:07.036190,newsmed,3,
2021-04-17 11:00:07.580235,medpage,0,
2021-04-17 12:00:03.555874,wired,0,
2021-04-17 12:00:03.993843,nyt,0,
2021-04-17 12:00:04.652256,guardian,0,
2021-04-17 12:00:05.209678,popsci,0,
2021-04-17 12:00:05.837327,healthday,0,
2021-04-17 12:00:06.649253,newsmed,0,
2021-04-17 12:00:07.153413,medpage,1,
2021-04-17 13:00:03.163287,wired,0,
2021-04-17 13:00:03.564773,nyt,0,
2021-04-17 13:00:04.133574,guardian,0,
2021-04-17 13:00:04.589954,popsci,0,
2021-04-17 13:00:05.231945,healthday,0,
2021-04-17 13:00:06.031959,newsmed,0,
2021-04-17 13:00:06.514331,medpage,0,
2021-04-17 14:00:03.470029,wired,0,
2021-04-17 14:00:03.952350,nyt,0,
2021-04-17 14:00:04.583381,guardian,0,
2021-04-17 14:00:05.151512,popsci,0,
2021-04-17 14:00:05.874041,healthday,0,
2021-04-17 14:00:06.635236,newsmed,0,
2021-04-17 14:00:07.134130,medpage,0,
2021-04-17 15:00:03.495386,wired,0,
2021-04-17 15:00:04.033883,nyt,0,
2021-04-17 15:00:04.813832,guardian,0,
2021-04-17 15:00:05.352086,popsci,0,
2021-04-17 15:00:05.985546,healthday,0,
2021-04-17 15:00:07.007574,newsmed,0,
2021-04-17 15:00:07.494436,medpage,1,
2021-04-17 16:00:03.720621,wired,0,
2021-04-17 16:00:03.900324,nyt,0,
2021-04-17 16:00:04.220807,guardian,0,
2021-04-17 16:00:04.667465,popsci,0,
2021-04-17 16:00:05.275074,healthday,0,
2021-04-17 16:00:05.719983,newsmed,0,
2021-04-17 16:00:06.175339,medpage,0,
2021-04-17 17:00:02.844973,wired,0,
2021-04-17 17:00:03.091920,nyt,0,
2021-04-17 17:00:03.416834,guardian,0,
2021-04-17 17:00:03.871932,popsci,0,
2021-04-17 17:00:04.577316,healthday,0,
2021-04-17 17:00:05.355909,newsmed,0,
2021-04-17 17:00:05.859326,medpage,0,
2021-04-17 18:00:03.363264,wired,0,
2021-04-17 18:00:03.799813,nyt,0,
2021-04-17 18:00:04.426424,guardian,0,
2021-04-17 18:00:04.972063,popsci,0,
2021-04-17 18:00:05.668870,healthday,0,
2021-04-17 18:00:06.536242,newsmed,0,
2021-04-17 18:00:07.073552,medpage,1,
2021-04-17 19:00:03.362444,wired,0,
2021-04-17 19:00:03.853625,nyt,0,
2021-04-17 19:00:04.127999,guardian,0,
2021-04-17 19:00:05.415014,popsci,0,
2021-04-17 19:00:06.294933,healthday,0,
2021-04-17 19:00:07.054288,newsmed,0,
2021-04-17 19:00:07.600851,medpage,0,
2021-04-17 20:00:03.659159,wired,0,
2021-04-17 20:00:05.326828,nyt,0,
2021-04-17 20:00:05.644848,guardian,0,
2021-04-17 20:00:06.683577,popsci,0,
2021-04-17 20:00:07.423468,healthday,0,
2021-04-17 20:00:07.953938,newsmed,0,
2021-04-17 20:00:08.432277,medpage,0,
2021-04-17 21:00:03.027938,wired,0,
2021-04-17 21:00:03.412152,nyt,2,
2021-04-17 21:00:04.040634,guardian,0,
2021-04-17 21:00:04.596324,popsci,0,
2021-04-17 21:00:06.309891,healthday,0,
2021-04-17 21:00:06.785781,newsmed,0,
2021-04-17 21:00:07.353092,medpage,0,
2021-04-17 22:00:03.121342,wired,0,
2021-04-17 22:00:03.596257,nyt,1,
2021-04-17 22:00:04.222083,guardian,0,
2021-04-17 22:00:04.796186,popsci,0,
2021-04-17 22:00:05.489164,healthday,0,
2021-04-17 22:00:06.424786,newsmed,0,
2021-04-17 22:00:07.026146,medpage,0,
2021-04-17 23:00:03.360144,wired,0,
2021-04-17 23:00:03.523271,nyt,0,
2021-04-17 23:00:03.786322,guardian,0,
2021-04-17 23:00:04.239301,popsci,0,
2021-04-17 23:00:04.988092,healthday,0,
2021-04-17 23:00:06.092623,newsmed,0,
2021-04-17 23:00:06.572094,medpage,0,
2021-04-18 00:00:06.256820,wired,0,
2021-04-18 00:00:06.756243,nyt,0,
2021-04-18 00:00:08.589792,guardian,1,
2021-04-18 00:00:09.134328,popsci,0,
2021-04-18 00:00:09.812225,healthday,0,
2021-04-18 00:00:10.765136,newsmed,0,
2021-04-18 00:00:11.202386,medpage,0,
2021-04-18 01:00:03.565416,wired,0,
2021-04-18 01:00:04.004597,nyt,0,
2021-04-18 01:00:04.277938,guardian,0,
2021-04-18 01:00:05.165564,popsci,0,
2021-04-18 01:00:05.528096,healthday,0,
2021-04-18 01:00:06.110214,newsmed,0,
2021-04-18 01:00:06.699910,medpage,0,
2021-04-18 02:00:03.238611,wired,0,
2021-04-18 02:00:03.702384,nyt,1,
2021-04-18 02:00:04.343770,guardian,1,
2021-04-18 02:00:04.892497,popsci,0,
2021-04-18 02:00:05.559317,healthday,0,
2021-04-18 02:00:06.346283,newsmed,0,
2021-04-18 02:00:06.908604,medpage,0,
2021-04-18 03:00:03.792669,wired,0,
2021-04-18 03:00:04.298106,nyt,0,
2021-04-18 03:00:04.855815,guardian,0,
2021-04-18 03:00:05.810041,popsci,0,
2021-04-18 03:00:06.455977,healthday,0,
2021-04-18 03:00:06.927500,newsmed,0,
2021-04-18 03:00:07.408655,medpage,0,
2021-04-18 04:00:03.422208,wired,0,
2021-04-18 04:00:03.658255,nyt,0,
2021-04-18 04:00:03.953224,guardian,0,
2021-04-18 04:00:04.896423,popsci,0,
2021-04-18 04:00:05.571436,healthday,0,
2021-04-18 04:00:06.322834,newsmed,0,
2021-04-18 04:00:06.850297,medpage,0,
2021-04-18 05:00:03.031598,wired,0,
2021-04-18 05:00:03.190050,nyt,0,
2021-04-18 05:00:03.572698,guardian,0,
2021-04-18 05:00:04.040076,popsci,0,
2021-04-18 05:00:04.772435,healthday,0,
2021-04-18 05:00:05.285284,newsmed,0,
2021-04-18 05:00:05.729462,medpage,0,
2021-04-18 06:00:03.383175,wired,0,
2021-04-18 06:00:03.536313,nyt,0,
2021-04-18 06:00:03.877938,guardian,0,
2021-04-18 06:00:04.334952,popsci,0,
2021-04-18 06:00:05.009263,healthday,0,
2021-04-18 06:00:05.888214,newsmed,0,
2021-04-18 06:00:06.339980,medpage,0,
2021-04-18 07:00:03.621950,wired,1,
2021-04-18 07:00:03.776161,nyt,0,
2021-04-18 07:00:04.154901,guardian,1,
2021-04-18 07:00:04.785061,popsci,0,
2021-04-18 07:00:05.433721,healthday,1,
2021-04-18 07:00:06.371623,newsmed,0,
2021-04-18 07:00:06.834701,medpage,0,
2021-04-18 08:00:03.577618,wired,0,
2021-04-18 08:00:04.106976,nyt,0,
2021-04-18 08:00:04.489245,guardian,0,
2021-04-18 08:00:04.946242,popsci,0,
2021-04-18 08:00:05.404918,healthday,0,
2021-04-18 08:00:06.330783,newsmed,0,
2021-04-18 08:00:06.844925,medpage,1,
2021-04-18 09:00:03.412615,wired,0,
2021-04-18 09:00:03.866314,nyt,0,
2021-04-18 09:00:04.480158,guardian,0,
2021-04-18 09:00:05.018040,popsci,0,
2021-04-18 09:00:05.713012,healthday,0,
2021-04-18 09:00:06.454112,newsmed,0,
2021-04-18 09:00:06.968936,medpage,0,
2021-04-18 10:00:02.889853,wired,0,
2021-04-18 10:00:03.270611,nyt,0,
2021-04-18 10:00:03.632241,guardian,1,
2021-04-18 10:00:04.088466,popsci,0,
2021-04-18 10:00:04.508164,healthday,0,
2021-04-18 10:00:05.245244,newsmed,0,
2021-04-18 10:00:05.737341,medpage,1,
2021-04-18 11:00:03.464580,wired,0,
2021-04-18 11:00:03.898289,nyt,0,
2021-04-18 11:00:04.494467,guardian,1,
2021-04-18 11:00:05.069705,popsci,0,
2021-04-18 11:00:05.718526,healthday,0,
2021-04-18 11:00:06.499905,newsmed,0,
2021-04-18 11:00:07.047413,medpage,0,
2021-04-18 12:00:03.653874,wired,0,
2021-04-18 12:00:04.115693,nyt,0,
2021-04-18 12:00:04.790557,guardian,0,
2021-04-18 12:00:05.809856,popsci,0,
2021-04-18 12:00:06.262956,healthday,0,
2021-04-18 12:00:06.761423,newsmed,0,
2021-04-18 12:00:07.228438,medpage,1,
2021-04-18 13:00:02.994817,wired,0,
2021-04-18 13:00:03.182164,nyt,0,
2021-04-18 13:00:03.474605,guardian,0,
2021-04-18 13:00:03.962275,popsci,0,
2021-04-18 13:00:04.412209,healthday,0,
2021-04-18 13:00:04.865845,newsmed,0,
2021-04-18 13:00:05.319980,medpage,0,
2021-04-18 14:00:02.921553,wired,0,
2021-04-18 14:00:03.077693,nyt,0,
2021-04-18 14:00:03.536616,guardian,0,
2021-04-18 14:00:04.091572,popsci,0,
2021-04-18 14:00:04.425427,healthday,0,
2021-04-18 14:00:04.937658,newsmed,0,
2021-04-18 14:00:05.425276,medpage,1,
2021-04-18 15:00:03.468687,wired,0,
2021-04-18 15:00:03.942298,nyt,0,
2021-04-18 15:00:04.410179,guardian,0,
2021-04-18 15:00:05.096386,popsci,0,
2021-04-18 15:00:05.788525,healthday,0,
2021-04-18 15:00:06.607473,newsmed,0,
2021-04-18 15:00:07.165923,medpage,0,
2021-04-18 16:00:03.482471,wired,0,
2021-04-18 16:00:03.941176,nyt,0,
2021-04-18 16:00:04.622780,guardian,0,
2021-04-18 16:00:05.210530,popsci,0,
2021-04-18 16:00:05.896203,healthday,0,
2021-04-18 16:00:06.912282,newsmed,0,
2021-04-18 16:00:07.434430,medpage,1,
2021-04-18 17:00:03.434035,wired,0,
2021-04-18 17:00:03.893363,nyt,0,
2021-04-18 17:00:04.516949,guardian,1,
2021-04-18 17:00:04.987560,popsci,0,
2021-04-18 17:00:05.340036,healthday,0,
2021-04-18 17:00:06.092097,newsmed,0,
2021-04-18 17:00:06.683794,medpage,1,
2021-04-18 18:00:02.807712,wired,0,
2021-04-18 18:00:02.974373,nyt,0,
2021-04-18 18:00:03.287716,guardian,0,
2021-04-18 18:00:03.751235,popsci,0,
2021-04-18 18:00:04.100554,healthday,0,
2021-04-18 18:00:04.751442,newsmed,0,
2021-04-18 18:00:05.259516,medpage,0,
2021-04-18 19:00:03.079197,wired,0,
2021-04-18 19:00:03.245283,nyt,0,
2021-04-18 19:00:03.520852,guardian,0,
2021-04-18 19:00:04.437020,popsci,0,
2021-04-18 19:00:05.161159,healthday,0,
2021-04-18 19:00:05.921520,newsmed,0,
2021-04-18 19:00:06.229756,medpage,0,
2021-04-18 20:00:02.961637,wired,0,
2021-04-18 20:00:03.403492,nyt,0,
2021-04-18 20:00:04.059152,guardian,1,
2021-04-18 20:00:04.608576,popsci,0,
2021-04-18 20:00:05.259532,healthday,0,
2021-04-18 20:00:05.790785,newsmed,3,
2021-04-18 20:00:06.074506,medpage,0,
2021-04-18 21:00:03.202336,wired,0,
2021-04-18 21:00:03.648629,nyt,1,
2021-04-18 21:00:04.286195,guardian,0,
2021-04-18 21:00:04.880500,popsci,0,
2021-04-18 21:00:05.588154,healthday,0,
2021-04-18 21:00:06.563421,newsmed,1,
2021-04-18 21:00:07.044136,medpage,0,
2021-04-18 22:00:02.981647,wired,0,
2021-04-18 22:00:03.466229,nyt,1,
2021-04-18 22:00:04.098968,guardian,1,
2021-04-18 22:00:04.748511,popsci,0,
2021-04-18 22:00:05.383364,healthday,0,
2021-04-18 22:00:06.348286,newsmed,8,
2021-04-18 22:00:06.710386,medpage,0,
2021-04-18 23:00:02.965209,wired,0,
2021-04-18 23:00:03.121140,nyt,0,
2021-04-18 23:00:03.447227,guardian,1,
2021-04-18 23:00:03.903460,popsci,0,
2021-04-18 23:00:04.589494,healthday,0,
2021-04-18 23:00:05.343208,newsmed,3,
2021-04-18 23:00:05.619532,medpage,0,
2021-04-19 00:00:04.042807,wired,0,
2021-04-19 00:00:04.478482,nyt,0,
2021-04-19 00:00:04.859977,guardian,3,
2021-04-19 00:00:05.770390,popsci,0,
2021-04-19 00:00:06.391722,healthday,0,
2021-04-19 00:00:07.171269,newsmed,1,
2021-04-19 00:00:07.437484,medpage,0,
2021-04-19 01:00:03.703597,wired,0,
2021-04-19 01:00:03.903847,nyt,0,
2021-04-19 01:00:04.211811,guardian,0,
2021-04-19 01:00:04.809154,popsci,0,
2021-04-19 01:00:05.459135,healthday,0,
2021-04-19 01:00:06.208189,newsmed,3,
2021-04-19 01:00:06.536297,medpage,0,
2021-04-19 02:00:03.517244,wired,0,
2021-04-19 02:00:03.674646,nyt,0,
2021-04-19 02:00:05.375278,guardian,1,
2021-04-19 02:00:05.926267,popsci,0,
2021-04-19 02:00:06.308097,healthday,0,
2021-04-19 02:00:07.225773,newsmed,0,
2021-04-19 02:00:07.615799,medpage,0,
2021-04-19 03:00:03.608456,wired,0,
2021-04-19 03:00:03.770237,nyt,3,
2021-04-19 03:00:04.388035,guardian,1,
2021-04-19 03:00:04.922896,popsci,0,
2021-04-19 03:00:06.744440,healthday,0,
2021-04-19 03:00:07.196887,newsmed,0,
2021-04-19 03:00:07.498248,medpage,0,
2021-04-19 04:00:03.509383,wired,0,
2021-04-19 04:00:03.892532,nyt,1,
2021-04-19 04:00:04.492333,guardian,2,
2021-04-19 04:00:05.082136,popsci,0,
2021-04-19 04:00:05.728597,healthday,0,
2021-04-19 04:00:06.511084,newsmed,1,
2021-04-19 04:00:06.846840,medpage,0,
2021-04-19 05:00:02.972763,wired,1,
2021-04-19 05:00:03.197425,nyt,1,
2021-04-19 05:00:03.535819,guardian,3,
2021-04-19 05:00:03.981383,popsci,0,
2021-04-19 05:00:04.422782,healthday,2,
2021-04-19 05:00:05.003207,newsmed,1,
2021-04-19 05:00:05.699832,medpage,0,
2021-04-19 06:00:03.265950,wired,1,
2021-04-19 06:00:03.418836,nyt,1,
2021-04-19 06:00:03.967640,guardian,2,
2021-04-19 06:00:04.888717,popsci,0,
2021-04-19 06:00:05.210603,healthday,11,
2021-04-19 06:00:05.705876,newsmed,0,
2021-04-19 06:00:06.079406,medpage,0,
2021-04-19 07:00:03.449256,wired,0,
2021-04-19 07:00:03.661956,nyt,4,
2021-04-19 07:00:04.320632,guardian,2,
2021-04-19 07:00:04.867647,popsci,0,
2021-04-19 07:00:05.551591,healthday,1,
2021-04-19 07:00:06.329095,newsmed,4,
2021-04-19 07:00:06.664682,medpage,0,
2021-04-19 08:00:06.118447,wired,0,
2021-04-19 08:00:06.501176,nyt,1,
2021-04-19 08:00:07.197210,guardian,2,
2021-04-19 08:00:07.766789,popsci,0,
2021-04-19 08:00:08.132177,healthday,1,
2021-04-19 08:00:08.723223,newsmed,1,
2021-04-19 08:00:09.036883,medpage,1,
2021-04-19 09:00:03.653346,wired,0,
2021-04-19 09:00:04.056313,nyt,1,
2021-04-19 09:00:04.833937,guardian,1,
2021-04-19 09:00:05.378229,popsci,0,
2021-04-19 09:00:06.047159,healthday,3,
2021-04-19 09:00:06.922888,newsmed,2,
2021-04-19 09:00:07.312538,medpage,2,
2021-04-19 10:00:03.086570,wired,0,
2021-04-19 10:00:03.486148,nyt,1,
2021-04-19 10:00:04.148521,guardian,2,
2021-04-19 10:00:04.691976,popsci,0,
2021-04-19 10:00:05.023924,healthday,0,
2021-04-19 10:00:05.773257,newsmed,2,
2021-04-19 10:00:06.109750,medpage,1,
2021-04-19 11:00:02.912239,wired,0,
2021-04-19 11:00:03.294288,nyt,2,
2021-04-19 11:00:03.880614,guardian,1,
2021-04-19 11:00:04.507692,popsci,10,
2021-04-19 11:00:04.837930,healthday,1,
2021-04-19 11:00:05.573391,newsmed,5,
2021-04-19 11:00:05.959853,medpage,1,
2021-04-19 12:00:03.124506,wired,0,
2021-04-19 12:00:03.337956,nyt,1,
2021-04-19 12:00:03.701903,guardian,0,
2021-04-19 12:00:04.395140,popsci,0,
2021-04-19 12:00:06.309644,healthday,0,
2021-04-19 12:00:06.834200,newsmed,5,
2021-04-19 12:00:07.221966,medpage,1,
2021-04-19 13:00:03.865115,wired,0,
2021-04-19 13:00:04.051847,nyt,2,
2021-04-19 13:00:04.589568,guardian,0,
2021-04-19 13:00:05.049327,popsci,0,
2021-04-19 13:00:05.784162,healthday,8,
2021-04-19 13:00:06.341312,newsmed,0,
2021-04-19 13:00:06.805451,medpage,2,
2021-04-19 14:00:03.074142,wired,0,
2021-04-19 14:00:03.472639,nyt,1,
2021-04-19 14:00:04.117762,guardian,0,
2021-04-19 14:00:04.797595,popsci,0,
2021-04-19 14:00:05.491365,healthday,0,
2021-04-19 14:00:06.643341,newsmed,0,
2021-04-19 14:00:06.978021,medpage,1,
2021-04-19 15:00:03.157092,wired,0,
2021-04-19 15:00:03.316105,nyt,0,
2021-04-19 15:00:03.643670,guardian,0,
2021-04-19 15:00:04.226132,popsci,0,
2021-04-19 15:00:04.943399,healthday,4,
2021-04-19 15:00:05.925100,newsmed,0,
2021-04-19 15:00:06.230112,medpage,2,
2021-04-19 16:00:03.608335,wired,0,
2021-04-19 16:00:03.762952,nyt,2,
2021-04-19 16:00:04.096808,guardian,1,
2021-04-19 16:00:05.043543,popsci,0,
2021-04-19 16:00:05.639811,healthday,0,
2021-04-19 16:00:06.804470,newsmed,0,
2021-04-19 16:00:07.136631,medpage,2,
2021-04-19 17:00:03.371390,wired,0,
2021-04-19 17:00:03.797618,nyt,1,
2021-04-19 17:00:04.103762,guardian,0,
2021-04-19 17:00:04.551629,popsci,0,
2021-04-19 17:00:05.234627,healthday,0,
2021-04-19 17:00:06.170244,newsmed,5,
2021-04-19 17:00:06.577410,medpage,2,
2021-04-19 18:00:03.784349,wired,0,
2021-04-19 18:00:04.235117,nyt,0,
2021-04-19 18:00:04.948775,guardian,0,
2021-04-19 18:00:05.526508,popsci,0,
2021-04-19 18:00:06.195786,healthday,0,
2021-04-19 18:00:07.022935,newsmed,9,
2021-04-19 18:00:07.329326,medpage,0,
2021-04-19 19:00:03.430762,wired,0,
2021-04-19 19:00:03.886266,nyt,0,
2021-04-19 19:00:04.618309,guardian,0,
2021-04-19 19:00:05.166669,popsci,0,
2021-04-19 19:00:05.500147,healthday,0,
2021-04-19 19:00:06.287004,newsmed,9,
2021-04-19 19:00:06.653631,medpage,0,
2021-04-19 20:00:03.880672,wired,0,
2021-04-19 20:00:04.283092,nyt,0,
2021-04-19 20:00:04.994768,guardian,1,
2021-04-19 20:00:05.605523,popsci,0,
2021-04-19 20:00:06.266446,healthday,0,
2021-04-19 20:00:07.012940,newsmed,6,
2021-04-19 20:00:07.334417,medpage,0,
2021-04-19 21:00:03.654075,wired,0,
2021-04-19 21:00:04.580311,nyt,0,
2021-04-19 21:00:04.877514,guardian,0,
2021-04-19 21:00:05.364310,popsci,0,
2021-04-19 21:00:05.708917,healthday,0,
2021-04-19 21:00:06.504968,newsmed,1,
2021-04-19 21:00:06.948021,medpage,0,
2021-04-19 22:00:03.595715,wired,0,
2021-04-19 22:00:03.992295,nyt,0,
2021-04-19 22:00:04.646509,guardian,1,
2021-04-19 22:00:05.198299,popsci,0,
2021-04-19 22:00:05.866021,healthday,0,
2021-04-19 22:00:06.878707,newsmed,10,
2021-04-19 22:00:07.277604,medpage,0,
2021-04-19 23:00:03.139146,wired,0,
2021-04-19 23:00:03.295192,nyt,0,
2021-04-19 23:00:03.653721,guardian,0,
2021-04-19 23:00:04.645481,popsci,0,
2021-04-19 23:00:05.096269,healthday,0,
2021-04-19 23:00:05.600317,newsmed,10,
2021-04-19 23:00:05.873313,medpage,0,
2021-04-20 00:00:04.549656,wired,0,
2021-04-20 00:00:04.941775,nyt,0,
2021-04-20 00:00:05.586451,guardian,1,
2021-04-20 00:00:06.169672,popsci,0,
2021-04-20 00:00:06.820886,healthday,0,
2021-04-20 00:00:07.514968,newsmed,0,
2021-04-20 00:00:07.779286,medpage,0,
2021-04-20 01:00:03.557670,wired,0,
2021-04-20 01:00:03.944545,nyt,0,
2021-04-20 01:00:04.605991,guardian,0,
2021-04-20 01:00:05.199084,popsci,0,
2021-04-20 01:00:05.563304,healthday,0,
2021-04-20 01:00:06.069797,newsmed,0,
2021-04-20 01:00:06.428646,medpage,0,
2021-04-20 02:00:02.968072,wired,0,
2021-04-20 02:00:03.357165,nyt,0,
2021-04-20 02:00:04.030443,guardian,1,
2021-04-20 02:00:04.610272,popsci,0,
2021-04-20 02:00:04.975900,healthday,0,
2021-04-20 02:00:06.319927,newsmed,0,
2021-04-20 02:00:06.663898,medpage,0,
2021-04-20 03:00:03.577356,wired,0,
2021-04-20 03:00:03.739719,nyt,2,
2021-04-20 03:00:04.159245,guardian,1,
2021-04-20 03:00:04.771709,popsci,0,
2021-04-20 03:00:05.427792,healthday,0,
2021-04-20 03:00:06.375641,newsmed,0,
2021-04-20 03:00:06.689054,medpage,0,
2021-04-20 04:00:03.358281,wired,0,
2021-04-20 04:00:03.796592,nyt,1,
2021-04-20 04:00:04.166355,guardian,1,
2021-04-20 04:00:04.645601,popsci,0,
2021-04-20 04:00:05.007461,healthday,0,
2021-04-20 04:00:05.520901,newsmed,1,
2021-04-20 04:00:05.855310,medpage,0,
2021-04-20 05:00:03.114401,wired,1,
2021-04-20 05:00:03.637240,nyt,1,
2021-04-20 05:00:04.415792,guardian,1,
2021-04-20 05:00:05.043065,popsci,0,
2021-04-20 05:00:05.715352,healthday,2,
2021-04-20 05:00:06.485249,newsmed,0,
2021-04-20 05:00:06.783412,medpage,0,
2021-04-20 06:00:03.317507,wired,0,
2021-04-20 06:00:03.747681,nyt,0,
2021-04-20 06:00:04.233114,guardian,1,
2021-04-20 06:00:04.709957,popsci,0,
2021-04-20 06:00:05.037054,healthday,12,
2021-04-20 06:00:05.583378,newsmed,5,
2021-04-20 06:00:05.841985,medpage,0,
2021-04-20 07:00:03.464211,wired,1,
2021-04-20 07:00:03.857895,nyt,1,
2021-04-20 07:00:04.168087,guardian,2,
2021-04-20 07:00:04.730807,popsci,0,
2021-04-20 07:00:05.373385,healthday,0,
2021-04-20 07:00:06.136644,newsmed,2,
2021-04-20 07:00:06.553693,medpage,1,
2021-04-20 08:00:04.423767,wired,0,
2021-04-20 08:00:04.586468,nyt,1,
2021-04-20 08:00:04.886114,guardian,1,
2021-04-20 08:00:05.397932,popsci,0,
2021-04-20 08:00:05.804219,healthday,3,
2021-04-20 08:00:06.454732,newsmed,2,
2021-04-20 08:00:06.787914,medpage,1,
2021-04-20 09:00:03.073808,wired,0,
2021-04-20 09:00:03.237044,nyt,2,
2021-04-20 09:00:03.569865,guardian,2,
2021-04-20 09:00:04.134222,popsci,10,
2021-04-20 09:00:04.902518,healthday,1,
2021-04-20 09:00:05.817857,newsmed,3,
2021-04-20 09:00:07.028924,medpage,1,
2021-04-20 10:00:03.685446,wired,0,
2021-04-20 10:00:03.846322,nyt,0,
2021-04-20 10:00:04.332874,guardian,2,
2021-04-20 10:00:04.919808,popsci,1,
2021-04-20 10:00:05.306342,healthday,0,
2021-04-20 10:00:06.135987,newsmed,0,
2021-04-20 10:00:06.490574,medpage,1,
2021-04-20 11:00:03.419082,wired,0,
2021-04-20 11:00:03.843884,nyt,1,
2021-04-20 11:00:04.451609,guardian,2,
2021-04-20 11:00:05.011707,popsci,2,
2021-04-20 11:00:05.781632,healthday,0,
2021-04-20 11:00:06.595098,newsmed,1,
2021-04-20 11:00:06.908317,medpage,1,
2021-04-20 12:00:03.377570,wired,0,
2021-04-20 12:00:03.537447,nyt,1,
2021-04-20 12:00:04.021097,guardian,0,
2021-04-20 12:00:05.025015,popsci,0,
2021-04-20 12:00:06.043136,healthday,8,
