id,source,channel,url,published,modified,section,keywords,authors,title,canonical_url,success,error_msg,url_id
2563,guardian,rss,https://www.theguardian.com/science/2021/apr/10/nasa-preparing-to-attempt-first-controlled-flight-on-another-world,2021-04-10 21:12:29+00:00,2021-04-13 17:56:03+00:00,Science,"Nasa,Space,World news,US news,Science",Nadeem Badshah,Nasa preparing to attempt first controlled flight on another world,http://www.theguardian.com/science/2021/apr/10/nasa-preparing-to-attempt-first-controlled-flight-on-another-world,True,,2740.0
2713,guardian,rss,https://www.theguardian.com/culture/2021/apr/26/school-climate-strikers-urge-boycott-of-science-museum-exhibition-shell-deal,2021-04-26 14:00:37+00:00,2021-04-27 04:09:30+00:00,Culture,"Museums,Climate change,Culture,Environment,Protest,Climate change,Science,World news",Matthew Taylor,School climate strikers urge boycott of Science Museum show over Shell deal,http://www.theguardian.com/culture/2021/apr/26/school-climate-strikers-urge-boycott-of-science-museum-exhibition-shell-deal,True,,2890.0
2728,guardian,rss,https://www.theguardian.com/world/live/2021/apr/28/coronavirus-live-news-india-us-uk-biden-fauci-virus-risk-vaccine-delhi-covid-cases,2021-04-28 23:01:35+00:00,2021-04-28 23:02:15+00:00,World news,"Coronavirus,India,Science,Infectious diseases,US news","Martin Farrer, Martin Belam, Tobi Thomas, Lucy Campbell, Jedidajah Otte, Patrick Butler, Kari Paul, Hannah Ellis-Petersen, Saeed Kamali Dehghan, Kevin Rawlinson","Pandemic not over but accelerating, WHO warns – as it happened",https://www.theguardian.com/world/live/2021/apr/28/coronavirus-live-news-india-us-uk-biden-fauci-virus-risk-vaccine-delhi-covid-cases,True,,2905.0
2572,guardian,rss,https://www.theguardian.com/world/2021/apr/11/covid-status-certificates-could-lead-to-deliberate-infections-scientists-warn,2021-04-11 16:18:32+00:00,2021-04-12 09:56:53+00:00,World news,"Coronavirus,Science,UK news,Infectious diseases",Sarah Boseley,"Covid-status certificates could lead to deliberate infections, scientists warn",http://www.theguardian.com/world/2021/apr/11/covid-status-certificates-could-lead-to-deliberate-infections-scientists-warn,True,,2749.0
2659,guardian,rss,https://www.theguardian.com/science/2021/apr/22/russia-well-leave-international-space-station-and-build-our-own,2021-04-21 23:29:26+00:00,2021-04-23 03:37:26+00:00,Science,"International Space Station,Science,Space,Russia,Europe,World news",,Russia: we’ll leave International Space Station and build our own,http://www.theguardian.com/science/2021/apr/22/russia-well-leave-international-space-station-and-build-our-own,True,,2836.0
2450,guardian,rss,https://www.theguardian.com/lifeandstyle/2021/mar/27/how-lighthouse-keepers-show-us-the-way-in-dark-isolated-times,2021-03-27 17:00:18+00:00,2021-04-30 14:50:03+00:00,Life and style,"Life and style,Psychology,Science,Health & wellbeing",,"How lighthouse keepers show us the way in dark, isolated times",http://www.theguardian.com/lifeandstyle/2021/mar/27/how-lighthouse-keepers-show-us-the-way-in-dark-isolated-times,True,,2627.0
2474,guardian,rss,https://www.theguardian.com/world/2021/mar/30/eu-plan-threatens-british-participation-in-hi-tech-research,2021-03-30 16:55:34+00:00,2021-03-30 17:21:26+00:00,World news,"European Union,Computing,Technology,Science,Europe,World news",Daniel Boffey,EU plan threatens British participation in hi-tech research,http://www.theguardian.com/world/2021/mar/30/eu-plan-threatens-british-participation-in-hi-tech-research,True,,2651.0
2565,guardian,rss,https://www.theguardian.com/society/2021/apr/11/is-vaccinating-against-covid-enough-what-we-can-learn-from-other-countries,2021-04-11 07:29:45+00:00,2021-04-11 07:29:45+00:00,Society,"Vaccines and immunisation,Coronavirus,Israel,Chile,Infectious diseases,Medical research,Epidemics,Health,Science,Society",Robin Mckie,Is vaccinating against Covid enough? What we can learn from Chile and Israel,http://www.theguardian.com/society/2021/apr/11/is-vaccinating-against-covid-enough-what-we-can-learn-from-other-countries,True,,2742.0
2330,guardian,rss,https://www.theguardian.com/science/audio/2021/mar/11/how-do-you-make-a-convincing-deepfake-video-podcast,2021-03-11 10:18:36+00:00,2021-03-11 10:27:52+00:00,Science,"Science,Technology,Computing,Tom Cruise,Artificial intelligence (AI)","Alex Hern, Madeleine Finlay",How do you make a convincing deepfake video? – podcast,https://www.theguardian.com/science/audio/2021/mar/11/how-do-you-make-a-convincing-deepfake-video-podcast,True,,2501.0
2662,guardian,rss,https://www.theguardian.com/science/2021/apr/22/scientific-paper-claiming-smokers-less-likely-to-acquire-covid-retracted-over-tobacco-industry-links,2021-04-22 05:07:05+00:00,2021-04-22 05:08:43+00:00,Science,"Medical research,Coronavirus,Tobacco industry,Australia news,Health",Melissa Davey,Scientific paper claiming smokers less likely to acquire Covid retracted over tobacco industry links,http://www.theguardian.com/science/2021/apr/22/scientific-paper-claiming-smokers-less-likely-to-acquire-covid-retracted-over-tobacco-industry-links,True,,2839.0
2585,guardian,rss,https://www.theguardian.com/science/audio/2021/apr/13/covid-19-whats-going-on-with-the-oxford-astrazeneca-vaccine-podcast,2021-04-13 08:57:26+00:00,2021-04-13 08:57:27+00:00,Science,"Science,Coronavirus,Infectious diseases,Medical research,Microbiology,Biology,Health,Vaccines and immunisation,Society","Nicola Davis, Madeleine Finlay",Covid-19: what’s going on with the AstraZeneca vaccine? – podcast,https://www.theguardian.com/science/audio/2021/apr/13/covid-19-whats-going-on-with-the-oxford-astrazeneca-vaccine-podcast,True,,2762.0
2398,guardian,rss,https://www.theguardian.com/environment/2021/mar/21/climate-fight-is-undermined-by-social-medias-toxic-reports,2021-03-21 10:00:51+00:00,2021-03-21 10:00:51+00:00,Environment,"Climate change,Environment,Social media,Climate change,Sweden,World news,Biodiversity,Science,Conservation,Wildlife,Internet",Robin Mckie,Climate fight 'is undermined by social media's toxic reports',http://www.theguardian.com/environment/2021/mar/21/climate-fight-is-undermined-by-social-medias-toxic-reports,True,,2575.0
2308,guardian,rss,https://www.theguardian.com/society/2021/mar/08/understanding-depression-and-empathy,2021-03-08 17:25:39+00:00,2021-03-08 18:23:43+00:00,Society,"Mental health,NHS,Depression,Psychology,Health,Society,Art,Theatre,Books,Culture,Art and design,UK news",,Understanding depression and developing empathy | Letters,http://www.theguardian.com/society/2021/mar/08/understanding-depression-and-empathy,True,,2478.0
2731,guardian,rss,https://www.theguardian.com/world/2021/apr/28/antarctic-peninsula-named-in-recognition-of-aberdeen-geologists-work,2021-04-28 12:23:55+00:00,2021-04-28 12:44:26+00:00,World news,"Antarctica,Environment,Geology,Science,World news,Polar regions,Scotland,UK news",,Antarctic peninsula named in recognition of Aberdeen geologist’s work,http://www.theguardian.com/world/2021/apr/28/antarctic-peninsula-named-in-recognition-of-aberdeen-geologists-work,True,,2908.0
2485,guardian,rss,https://www.theguardian.com/science/audio/2021/apr/01/should-we-determine-species-through-dna-part-two-podcast,2021-04-01 04:00:02+00:00,2021-04-01 04:00:02+00:00,Science,"Environment,Science,Biodiversity,Zoology,Conservation,Biology,Wildlife","Patrick Greenfield, Phoebe Weston, Tiffany Cassidy",Should we determine species through DNA? (part two) – podcast,https://www.theguardian.com/science/audio/2021/apr/01/should-we-determine-species-through-dna-part-two-podcast,True,,2662.0
2500,guardian,rss,https://www.theguardian.com/science/2021/apr/03/string-theory-michio-kaku-aliens-god-equation-large-hadron-collider,2021-04-03 16:00:42+00:00,2021-04-06 13:54:11+00:00,Science,"Physics,Particle physics,Science,Astronomy,Space",Andrew Anthony,String theorist Michio Kaku: 'Reaching out to aliens is a terrible idea',http://www.theguardian.com/science/2021/apr/03/string-theory-michio-kaku-aliens-god-equation-large-hadron-collider,True,,2677.0
2553,guardian,rss,https://www.theguardian.com/politics/live/2021/apr/09/uk-covid-live-news-foreign-holidays-travel-coronavirus-astrazeneca-vaccine-latest-updates,2021-04-09 16:02:07+00:00,2021-04-09 16:22:16+00:00,Politics,"Coronavirus,Politics,Infectious diseases,UK news,NHS,Grant Shapps,Boris Johnson,Health,Medical research,House of Commons","Yohannes Lowe, Rhi Storer, Nicola Davis",UK Covid: virus prevalence in England increases from last week – ONS – as it happened,https://www.theguardian.com/politics/live/2021/apr/09/uk-covid-live-news-foreign-holidays-travel-coronavirus-astrazeneca-vaccine-latest-updates,True,,2730.0
2730,guardian,rss,https://www.theguardian.com/science/2021/apr/28/scientists-find-way-to-remove-polluting-microplastics-with-bacteria,2021-04-28 07:00:27+00:00,2021-04-30 16:11:36+00:00,Science,"Microbiology,Environment,Waste,Biology,Science,Plastics",,Scientists find way to remove polluting microplastics with bacteria,http://www.theguardian.com/science/2021/apr/28/scientists-find-way-to-remove-polluting-microplastics-with-bacteria,True,,2907.0
2310,guardian,rss,https://www.theguardian.com/food/2021/mar/09/snacks-marketed-as-healthy-high-in-fat-salt-sugar,2021-03-09 00:01:40+00:00,2021-03-09 04:37:02+00:00,Food,"Snacks,Health,Food,Sugar,Society,UK news,Nutrition,Nutrition,Science,Health & wellbeing,Life and style",Haroon Siddique,"More than half of snacks marketed as healthy are high in fat, salt or sugar",http://www.theguardian.com/food/2021/mar/09/snacks-marketed-as-healthy-high-in-fat-salt-sugar,True,,2480.0
2418,guardian,rss,https://www.theguardian.com/commentisfree/2021/mar/23/covid-19-humanity-resilience-climate-ai-pandemic,2021-03-23 11:33:32+00:00,2021-03-24 09:34:07+00:00,Opinion,"Epidemics,Climate change,Artificial intelligence (AI),Nuclear weapons,Environment,UK news,World news,Cop26: Glasgow climate change conference 2021,G7,Coronavirus",,Covid-19 has shown humanity how close we are to the edge | Toby Ord,http://www.theguardian.com/commentisfree/2021/mar/23/covid-19-humanity-resilience-climate-ai-pandemic,True,,2595.0
2314,guardian,rss,https://www.theguardian.com/environment/2021/mar/09/inaction-leaves-world-playing-russian-roulette-pandemics-experts,2021-03-09 07:00:49+00:00,2021-03-10 00:21:11+00:00,Environment,"Wildlife,Health,Conservation,Infectious diseases,Medical research,Coronavirus,Environment,Microbiology,Society,World news",Damian Carrington,"Inaction leaves world playing ‘Russian roulette’ with pandemics, say experts",http://www.theguardian.com/environment/2021/mar/09/inaction-leaves-world-playing-russian-roulette-pandemics-experts,True,,2485.0
2440,guardian,rss,https://www.theguardian.com/science/2021/mar/26/were-back-rocket-launch-licence-gives-australias-aerospace-sector-high-hopes,2021-03-26 06:34:53+00:00,2021-03-26 06:36:20+00:00,Science,"Space,Australia news,Science,Australian politics,South Australia",Alyx Gorman,'We’re back': rocket launch licence gives Australia's aerospace sector high hopes,http://www.theguardian.com/science/2021/mar/26/were-back-rocket-launch-licence-gives-australias-aerospace-sector-high-hopes,True,,2617.0
2325,guardian,rss,https://www.theguardian.com/environment/2021/mar/10/deadly-pig-disease-could-have-led-to-covid-spillover-to-humans-analysis-suggests,2021-03-10 07:15:18+00:00,2021-03-10 07:16:46+00:00,Environment,"Environment,China,Asia Pacific,World news,Coronavirus,Infectious diseases,Science,Animals,African Swine Fever,World Health Organization,Health,Farming,Food & drink industry,Wildlife,Microbiology,Medical research",Natalie Grover,"Deadly pig disease could have led to Covid spillover to humans, analysis suggests",http://www.theguardian.com/environment/2021/mar/10/deadly-pig-disease-could-have-led-to-covid-spillover-to-humans-analysis-suggests,True,,2496.0
2682,guardian,rss,https://www.theguardian.com/world/2021/apr/23/covid-vaccines-periods-menstruation-changes-data-experts,2021-04-23 19:07:06+00:00,2021-04-23 19:22:50+00:00,World news,"Coronavirus,Vaccines and immunisation,Menstruation,US news,Science,Health,World news",Alexandra Villarreal,"‘No data’ linking Covid vaccines to menstrual changes, US experts say",http://www.theguardian.com/world/2021/apr/23/covid-vaccines-periods-menstruation-changes-data-experts,True,,2859.0
2260,guardian,rss,https://www.theguardian.com/world/2021/mar/02/new-zealand-urged-dont-let-virus-divide-you-as-covid-frustration-builds,2021-03-02 01:57:17+00:00,2021-03-02 01:59:08+00:00,World news,"New Zealand,Coronavirus,Asia Pacific,World news,Infectious diseases,Science",Elle Hunt,New Zealand urged 'don't let virus divide you' as Covid frustration builds,http://www.theguardian.com/world/2021/mar/02/new-zealand-urged-dont-let-virus-divide-you-as-covid-frustration-builds,True,,2430.0
2344,guardian,rss,https://www.theguardian.com/world/live/2021/mar/14/coronavirus-live-news-astrazeneca-reports-vaccine-shortfall-to-eu-sydney-hotel-quarantine-worker-tests-positive,2021-03-14 23:38:46+00:00,2021-03-14 23:41:08+00:00,World news,"Coronavirus,AstraZeneca,Infectious diseases,Science,World news,Vaccines and immunisation","Helen Davidson, Maya Wolfe-Robinson, Ben Quinn, Clea Skopeliti, Sarah Boseley, Helen Pidd, Sarah Butler, Nicola Davis, Suzanne Bearne, Robin Mckie","4,618 new cases and 52 more deaths in UK – as it happened",https://www.theguardian.com/world/live/2021/mar/14/coronavirus-live-news-astrazeneca-reports-vaccine-shortfall-to-eu-sydney-hotel-quarantine-worker-tests-positive,True,,2515.0
2661,guardian,rss,https://www.theguardian.com/world/live/2021/apr/22/coronavirus-live-news-india-hits-global-record-of-314835-new-cases-us-passes-200m-vaccines,2021-04-22 22:57:49+00:00,2021-04-22 22:58:01+00:00,World news,"Coronavirus,India,Infectious diseases,Science,World news","Alison Rourke, Martin Belam, Ben Quinn, Lucy Campbell, Yohannes Lowe, Daniel Boffey, Richard Partington, Amanda Holpuch, Ian Sample, Justin Mccurry",EU asks states to support legal action against AstraZeneca – as it happened,https://www.theguardian.com/world/live/2021/apr/22/coronavirus-live-news-india-hits-global-record-of-314835-new-cases-us-passes-200m-vaccines,True,,2838.0
2492,guardian,rss,https://www.theguardian.com/science/2021/apr/01/uk-pledges-extra-250m-for-hi-tech-research-collaboration-with-eu,2021-04-01 21:36:14+00:00,2021-04-02 11:29:55+00:00,Education,"Research funding,Higher education,Science,University funding,Politics,European Union,Education,Universities,Science policy,Research,UK news",Sally Weale,UK steps in with 11th-hour extra £250m to stay in EU research scheme,http://www.theguardian.com/science/2021/apr/01/uk-pledges-extra-250m-for-hi-tech-research-collaboration-with-eu,True,,2669.0
2535,guardian,rss,https://www.theguardian.com/environment/2021/apr/07/terrawatch-cities-that-change-the-shape-of-the-planet,2021-04-07 05:00:36+00:00,2021-04-07 05:00:36+00:00,Environment,"Environment,Science,Geology",Kate Ravilious,Terrawatch: cities that change the shape of the planet,http://www.theguardian.com/environment/2021/apr/07/terrawatch-cities-that-change-the-shape-of-the-planet,True,,2712.0
2261,guardian,rss,https://www.theguardian.com/society/2021/mar/02/nearly-four-in-10-university-students-addicted-to-smartphones-study-finds,2021-03-02 05:00:39+00:00,2021-03-02 05:11:38+00:00,Society,"Health,Mental health,Smartphones,Students,Mobile phones,Society,Medical research,Science,UK news",Denis Campbell,"Nearly four in 10 university students addicted to smartphones, study finds",http://www.theguardian.com/society/2021/mar/02/nearly-four-in-10-university-students-addicted-to-smartphones-study-finds,True,,2431.0
2616,guardian,rss,https://www.theguardian.com/society/2021/apr/16/women-in-england-almost-twice-as-likely-as-men-to-be-prescribed-opiate-painkillers,2021-04-16 10:57:14+00:00,2021-04-16 16:37:38+00:00,Society,"Women's health,Health,Drugs,Science,Society,UK news","Sarah Marsh, Pamela Duncan",Women in England almost twice as likely as men to be prescribed opiate painkillers,http://www.theguardian.com/society/2021/apr/16/women-in-england-almost-twice-as-likely-as-men-to-be-prescribed-opiate-painkillers,True,,2793.0
2073,nyt,rss,https://www.nytimes.com/2021/04/15/health/coronavirus-suicide-cdc.html,2021-04-15 09:00:25+00:00,2021-04-15 09:00:25+00:00,Health,"Suicide,Black People;African American;African-American,Coronavirus;COVID-19,Anxiety and Stress,White People,Minorities,Unemployment,Mental Health,Race and Ethnicity,Hispanic Americans,your-feed-science",Roni Caryn Rabin,U.S. Suicides Declined Over All in 2020 but May Have Risen Among People of Color,https://www.nytimes.com/2021/04/15/health/coronavirus-suicide-cdc.html,True,,2221.0
2000,nyt,rss,https://www.nytimes.com/2021/03/31/world/australia/buruli-flesh-eating-disease.html,2021-03-31 04:39:43+00:00,2021-03-31 09:39:26+00:00,World,"Ulcer,Bacteria,Victoria,Mornington Peninsula,Sorrento",Livia Albeck-Ripka,A Terrifying Disease Stalks Seaside Australia: Flesh-Eating Ulcers,https://www.nytimes.com/2021/03/31/world/australia/buruli-flesh-eating-disease.html,True,,2145.0
2076,nyt,rss,https://www.nytimes.com/2021/04/15/science/tyrannosaurus-rex-population.html,2021-04-15 18:00:08+00:00,2021-04-16 12:38:24+00:00,Science,"Dinosaur,Research,Science Journal,North America,your-feed-science,your-feed-animals",Kenneth Chang,How Many Tyrannosaurus Rexes Ever Lived on Earth? Here’s a New Clue.,https://www.nytimes.com/2021/04/15/science/tyrannosaurus-rex-population.html,True,,2224.0
2049,nyt,rss,https://www.nytimes.com/2021/04/09/climate/greta-thunberg-glasgow-cop26.html,2021-04-09 17:13:41+00:00,2021-04-09 20:34:33+00:00,Climate,"Greta Thunberg,UNFCCC,Coronavirus;COVID-19,Vaccines Immunization,Climate Change,Global Warming,Glasgow,UN",Somini Sengupta,Greta Thunberg Says She’ll Skip U.N. Climate Summit in Glasgow,https://www.nytimes.com/2021/04/09/climate/greta-thunberg-glasgow-cop26.html,True,,2196.0
1900,nyt,rss,https://www.nytimes.com/2021/03/10/science/snowflakes-photos-nathan-myhrvold.html,2021-03-10 22:06:43+00:00,2021-03-11 14:31:08+00:00,Science,"Snow Snowstorms,Photography,Microscope,Camera,Physics,your-feed-science,Nathan Myhrvold,Kenneth G. Libbrecht,Don Komarechka",Kenneth Chang,Snowflakes as You’ve Never Seen Them Before,https://www.nytimes.com/2021/03/10/science/snowflakes-photos-nathan-myhrvold.html,True,,2034.0
2093,nyt,rss,https://www.nytimes.com/2021/04/19/climate/biden-climate-change.html,2021-04-19 22:02:19+00:00,2021-04-22 19:39:39+00:00,Climate,"Climate Change,Global Warming,Greenhouse gas,US Foreign Policy,US Politics,UNFCCC,Joe Biden,Antony J Blinken",Lisa Friedman,"Amid Biden Climate Push, a Question Looms: Is America’s Word Good?",https://www.nytimes.com/2021/04/19/climate/biden-climate-change.html,True,,2242.0
2023,nyt,rss,https://www.nytimes.com/2021/04/04/health/bird-feeders-salmonella-cdc.html,2021-04-04 17:48:23+00:00,2021-04-04 18:10:32+00:00,Health,"Birds,Salmonella,Hygiene,CDC,California,Kentucky,Oregon,Tennessee,Washington,Mississippi,Oklahoma,New Hampshire",Jesus Jiménez,"Salmonella Outbreak Is Linked to Wild Birds and Feeders, C.D.C. Says",https://www.nytimes.com/2021/04/04/health/bird-feeders-salmonella-cdc.html,True,,2168.0
2016,nyt,rss,https://www.nytimes.com/2021/04/03/science/bystander-effect.html,2021-04-03 09:00:14+00:00,2021-04-05 13:01:18.801000+00:00,Science,"Psychology,Assault,Research,Crime,Asian American,Derek Chauvin,George Floyd,Kitty Genovese,Midtown Area Manhattan,Race and Ethnicity,Urban area,Hate crime",Andrew Jacobs,Would You Jump In to Stop an Assault?,https://www.nytimes.com/2021/04/03/science/bystander-effect.html,True,,2161.0
2071,nyt,rss,https://www.nytimes.com/2021/04/14/climate/coinbase-cryptocurrency-energy.html,2021-04-14 19:22:52+00:00,2021-04-25 13:04:00.573000+00:00,Climate,"Climate Change,Global Warming,Greenhouse gas,Virtual Currency;Cryptocurrency,Bitcoin,blockchain,,Computers and the Internet,Tech Industry",Hiroko Tabuchi,"In Coinbase’s Rise, a Reminder: Cryptocurrencies Use Lots of Energy",https://www.nytimes.com/2021/04/14/climate/coinbase-cryptocurrency-energy.html,True,,2219.0
2065,nyt,rss,https://www.nytimes.com/2021/04/13/health/blood-clots-johnson-vaccine.html,2021-04-13 15:44:11+00:00,2021-04-15 15:31:00+00:00,Health,"Vaccines Immunization,Blood,Blood Clot,Regulation and Deregulation,Coronavirus;COVID-19,FDA,CDC,AstraZeneca,Johnson & Johnson","Denise Grady, Carl Zimmer","J&J Vaccine and Blood Clots: The Risks, if Any, Are Very Low",https://www.nytimes.com/2021/04/13/health/blood-clots-johnson-vaccine.html,True,,2212.0
1959,nyt,rss,https://www.nytimes.com/2021/03/24/health/coronavirus-testing-airborne-aerosol-indoor.html,2021-03-24 09:00:23+00:00,2021-03-24 09:31:34+00:00,Health,"Medical test,Coronavirus Risks and Safety Concerns,HVAC,Coronavirus;COVID-19,Labs,Thermo Fisher Scientific,your-feed-health,your-feed-science",Emily Anthes,The Next Trick: Pulling Coronavirus Out of Thin Air,https://www.nytimes.com/2021/03/24/health/coronavirus-testing-airborne-aerosol-indoor.html,True,,2104.0
1983,nyt,rss,https://www.nytimes.com/2021/03/27/at-home/golden-shovel-poetry.html,2021-03-28 03:58:06.988000+00:00,2021-03-28 03:58:06.988000+00:00,At Home,"Shelter-in-Place (Lifestyle);Social Distancing,Poetry,Writer,Gwendolyn Brooks,Terrance Hayes,Service Content,Handicraft",Leah Umansky,"Find a Headline, Write a Poem",https://www.nytimes.com/2021/03/27/at-home/golden-shovel-poetry.html,True,,2128.0
2066,nyt,rss,https://www.nytimes.com/2021/04/13/climate/climate-change-diplomacy.html,2021-04-13 19:24:41+00:00,2021-04-14 14:40:42.326000+00:00,Climate,"Climate Change,Global Warming,Greenhouse gas,US Foreign Policy,US Politics,UNFCCC,Joe Biden,John Kerry,Brazil,China,India",Lisa Friedman,Biden Wants Leaders to Make Climate Commitments for Earth Day,https://www.nytimes.com/2021/04/13/climate/biden-climate-change-diplomacy.html,True,,2213.0
1860,nyt,rss,https://www.nytimes.com/2021/03/03/climate/california-condor-wind-power.html,2021-03-03 16:50:23+00:00,2021-03-03 18:38:06+00:00,Climate,"Condor,Wind power,Endangered Species,Birds,Breeders,Biodiversity,Energy industry,Renewable energy,Avangrid Renewables,Fish and Wildlife Service,California",Sarah Bahr,California Condors Get an Assist From an Unlikely Source: A Wind Power Company,https://www.nytimes.com/2021/03/03/climate/california-condor-wind-power.html,True,,1992.0
1863,nyt,rss,https://www.nytimes.com/2021/03/03/science/spacex-starship-launch-sn10.html,2021-03-03 18:03:20+00:00,2021-04-23 07:21:21.932000+00:00,Science,"Space,Mars,Elon Musk,Yusaku Maezawa,SpaceX",Kenneth Chang,"SpaceX Mars Rocket Prototype Explodes, but This Time It Lands First",https://www.nytimes.com/2021/03/03/science/spacex-starship-launch-sn10.html,True,,1995.0
1914,nyt,rss,https://www.nytimes.com/2021/03/15/obituaries/rosalind-cartwright-dead.html,2021-03-15 20:10:15+00:00,2021-03-16 20:30:56+00:00,Obituaries,"Rosalind Cartwright,Obituary,Psychology,Parasomnia,Sleep,Dream,Rush University Medical Center",Penelope Green,"Rosalind Cartwright, Psychologist and ‘Queen of Dreams,’ Dies at 98",https://www.nytimes.com/2021/03/15/obituaries/rosalind-cartwright-dead.html,True,,2053.0
1945,nyt,rss,https://www.nytimes.com/2021/03/22/health/virus-weight-gain.html,2021-03-22 15:58:00+00:00,2021-03-23 14:49:01+00:00,Health,"Weight,Obesity,Nutrition,Exercise;Fitness,JAMA Network Open,Coronavirus;COVID-19,Quarantines;Social Distancing;Shelter at home,Shelter-in-Place (Lifestyle);Social Distancing,US,your-feed-science",Roni Caryn Rabin,"How Much Weight Did We Gain During Lockdowns? 2 Pounds a Month, Study Hints",https://www.nytimes.com/2021/03/22/health/virus-weight-gain.html,True,,2090.0
1938,nyt,rss,https://www.nytimes.com/2021/03/20/science/new-york-flowers-spring.html,2021-03-20 14:18:04+00:00,2021-03-20 14:18:04+00:00,Science,"Flowers and Plants,Bee,Trees,Parks,NYC Parks and Recreation,Brooklyn,East River,NYC;New York City,Williamsburg Brooklyn,your-feed-science","Sabrina Imbler, Andrew Garn",The Perseverance of New York City’s Wildflowers,https://www.nytimes.com/2021/03/20/science/new-york-flowers-spring.html,True,,2082.0
2046,nyt,rss,https://www.nytimes.com/2021/04/09/science/dinosaurs-gastroliths-bellies.html,2021-04-09 09:00:16+00:00,2021-04-09 17:13:56+00:00,Science,"Dinosaur,Rocks,Wyoming,Wisconsin,Geology,Paleontology,Research,your-feed-science,your-feed-animals,Terra Nova",Lucas Joel,"These Rocks Made a 1,000-Mile Trek. Did Dinosaurs Carry Them?",https://www.nytimes.com/2021/04/09/science/dinosaurs-gastroliths-bellies.html,True,,2193.0
1951,nyt,rss,https://www.nytimes.com/2021/03/23/health/long-covid-symptoms.html,2021-03-23 09:00:15+00:00,2021-03-23 09:00:15+00:00,Health,"Chronic Illness,Coronavirus;COVID-19,Brain,Northwestern Memorial Hospital,Research,Annals of Clinical and Translational Neurology",Pam Belluck,They Had Mild Covid. Then Their Serious Symptoms Kicked In.,https://www.nytimes.com/2021/03/23/health/long-covid-symptoms.html,True,,2096.0
1870,nyt,rss,https://www.nytimes.com/2021/03/05/health/coronavirus-vaccination-elder-facilities.html,2021-03-05 10:00:16+00:00,2021-03-08 19:20:08+00:00,Health,"your-feed-science,Vaccines Immunization,Home Health Care,Jobs,Coronavirus;COVID-19,Elderly care;Geriatrics,Retirement Communities Assisted Living,Nursing home,Service Content,",Paula Span,Can Long-Term Care Employers Require Staff Members to Be Vaccinated?,https://www.nytimes.com/2021/03/05/health/coronavirus-vaccination-elder-facilities.html,True,,2002.0
2060,nyt,rss,https://www.nytimes.com/2021/04/13/health/women-stem-pandemic.html,2021-04-13 06:30:09+00:00,2021-04-20 12:59:15.112000+00:00,Health,"your-feed-science,Discrimination,College,Women and Girls,Coronavirus;COVID-19,Social Media,Race and Ethnicity,Research,Child care,Academic Tenure,Graduate school,Sexual harassment,MeToo Movement,Nature Communications Journal,Rockefeller University",Apoorva Mandavilli,Could the Pandemic Prompt an ‘Epidemic of Loss’ of Women in the Sciences?,https://www.nytimes.com/2021/04/13/health/women-stem-pandemic.html,True,,2207.0
2074,nyt,rss,https://www.nytimes.com/2021/04/15/travel/birding-america.html,2021-04-15 09:00:27+00:00,2021-04-16 12:46:45+00:00,Travel,"Birds,Animal Migration,Spring Season,Birdwatching,Travel;Tourism;vacations,Internal tag to designate no storyline,US,Service Content",,Birds by the Billions: A Guide to Spring’s Avian Parade,https://www.nytimes.com/2021/04/15/travel/birding-america.html,True,,2222.0
2112,nyt,rss,https://www.nytimes.com/2021/04/22/climate/britain-norway-and-the-united-states-join-forces-with-businesses-to-protect-tropical-forests.html,2021-04-22 14:31:50+00:00,2021-04-22 14:42:27+00:00,Climate,"Climate Change,Global Warming,Greenhouse gas,Forests,Carbon dioxide,Salesforcecom,Unilever,GlaxoSmithKline,Britain,Joe Biden",Catrin Einhorn,"Britain, Norway and the United States join forces with businesses to protect tropical forests.",https://www.nytimes.com/2021/04/22/climate/britain-norway-and-the-united-states-join-forces-with-businesses-to-protect-tropical-forests.html,True,,2261.0
1981,nyt,rss,https://www.nytimes.com/2021/03/27/at-home/retraining-for-social-interactions.html,2021-03-28 02:23:06+00:00,2021-03-28 02:23:06+00:00,At Home,"Shelter-in-Place (Lifestyle);Social Distancing,Coronavirus Risks and Safety Concerns,Service Content,Coronavirus Reopenings,Anxiety and Stress",Katherine Cusumano,Start Retraining for Social Interactions,https://www.nytimes.com/2021/03/27/at-home/retraining-for-social-interactions.html,True,,2126.0
2064,nyt,rss,https://www.nytimes.com/2021/04/13/world/europe/darius-worlds-longest-rabbit-stolen.html,2021-04-13 12:51:39+00:00,2021-04-13 15:35:26.112000+00:00,World,"Rabbit,Records and Achievements,London,,England",Isabella Kwai,"Darius, ‘World’s Longest Rabbit,’ Is Missing",https://www.nytimes.com/2021/04/13/world/europe/darius-worlds-longest-rabbit-stolen.html,True,,2211.0
2123,nyt,rss,https://www.nytimes.com/2021/04/22/climate/climate-change-economy.html,2021-04-22 08:00:06+00:00,2021-04-23 20:06:11.765000+00:00,Climate,"Climate Change,Global Warming,Greenhouse gas,Economy,Swiss Re,Joe Biden,Emergency Response and Preparedness,Personal finance",Christopher Flavelle,"Climate Change Could Cut World Economy by $23 Trillion in 2050, Insurance Giant Warns",https://www.nytimes.com/2021/04/22/climate/climate-change-economy.html,True,,2272.0
